"name-pr","version","name","loc","wmc","dit","cbo","rfc","lcom","bug","fields","Methods","NOSI","Returns","Loops","ComparisonsQty","TryCatchQty","ParenthExpsQty","StrLitQty","NumQty","MathOperQty","VarQty","MaxNesting","Lambdas","WordsQty","Modifiers","Assignments","SubClassQty","AnonymousClassQty","FinalFields","DefaultFields","PrivateFields","ProtectedFields","PublicFields","StaticFields","SyncFields","AbstractMethods","DefaultMethods","FinalMethods","SyncMethods","PrivateMethods","ProtectedMethods","PublicMethods"
"alluxio","v2.0.0-preview","alluxio.server.ft.journal.ufs.UfsJournalIntegrationTest","427","57","2","25","85","73","yes","4","30","1","1","22","22","13","6","56","76","32","113","3","0","160","1","117","1","0","0","0","3","0","1","0","0","0","0","1","0","14","0","16"
"alluxio","v2.0.0-preview","alluxio.worker.AlluxioWorkerRestServiceHandler","528","75","1","55","129","236","yes","27","25","0","35","13","9","7","3","58","21","19","104","6","15","246","17","120","0","6","27","0","5","0","22","23","0","0","0","0","0","6","0","19"
"alluxio","v2.0.0-preview","alluxio.hadoop.AbstractFileSystem","508","92","2","34","112","242","yes","7","36","6","30","1","19","16","2","30","11","3","56","4","3","323","1024","69","0","0","2","0","5","1","1","2","0","7","2","0","2","5","6","23"
"alluxio","v2.0.0-preview","alluxio.underfs.cos.COSUnderFileSystem","212","31","2","23","43","81","yes","5","18","1","23","0","4","6","0","18","2","2","21","2","0","148","1","24","1","0","5","0","5","0","0","2","0","0","0","0","0","2","10","6"
"alluxio","v2.0.0-preview","alluxio.underfs.oss.OSSUnderFileSystem","196","27","2","22","40","50","no","4","17","1","20","0","2","6","0","16","2","1","17","2","0","133","1","20","1","0","4","0","4","0","0","2","0","0","0","0","0","2","10","5"
"alluxio","v2.0.0-preview","alluxio.underfs.s3a.S3AUnderFileSystem","377","59","2","39","95","36","yes","10","21","10","27","3","6","8","0","17","8","8","44","3","1","227","1","50","2","0","10","0","10","0","0","4","0","0","0","0","0","3","11","7"
"alluxio","v2.0.0-preview","alluxio.master.journal.raft.JournalStateMachine","220","38","2","20","52","44","yes","10","17","3","15","2","1","5","1","21","15","8","16","2","0","198","1","25","0","0","2","0","10","0","0","1","0","0","0","0","0","4","0","13"
"alluxio","v2.0.0-preview","alluxio.client.fs.FileSystemIntegrationTest","345","47","2","22","75","0","yes","7","36","0","2","6","2","8","1","84","35","13","70","2","1","173","17","81","0","0","2","0","5","0","2","2","0","0","0","0","0","2","0","34"
"alluxio","v2.0.0-preview","alluxio.cli.fs.command.SetReplicationCommand","68","18","2","10","23","26","no","3","8","2","5","0","6","0","0","20","6","4","10","1","0","104","17","12","0","0","3","0","3","0","0","3","0","0","0","0","0","1","0","7"
"alluxio","v2.0.0-preview","alluxio.client.fs.FileSystemMasterIntegrationTest","945","74","2","34","102","0","no","16","57","21","2","12","1","9","0","195","84","16","171","3","1","267","1","171","4","0","8","0","9","0","7","11","0","0","0","1","0","1","0","56"
"alluxio","v2.0.0-preview","alluxio.multi.process.MultiProcessCluster","636","77","1","32","112","262","yes","25","36","22","27","13","21","6","1","57","22","21","79","3","5","357","17","81","1","0","18","0","22","0","3","7","0","0","0","0","30","7","0","29"
"alluxio","v2.0.0-preview","alluxio.server.ft.journal.MultiMasterJournalTest","46","7","2","12","27","0","yes","3","5","0","1","1","0","1","0","5","10","3","8","2","1","45","1","8","0","0","0","0","1","0","2","0","0","0","0","0","0","1","0","4"
"alluxio","v2.0.0-preview","alluxio.mesos.OfferUtils","83","19","1","5","14","28","no","1","8","6","12","5","2","0","0","1","3","0","3","2","0","41","17","3","0","0","1","0","1","0","0","1","0","0","0","0","0","2","0","6"
"alluxio","v2.0.0-preview","alluxio.cli.ConfigurationDocGenerator","156","26","1","8","31","4","yes","4","4","5","2","4","3","4","0","57","6","8","26","3","1","96","17","41","0","0","4","0","3","0","1","4","0","0","0","0","0","1","0","3"
"alluxio","v2.0.0-preview","alluxio.master.MasterProcess","148","27","1","12","33","112","no","9","16","6","7","1","8","2","0","6","3","2","12","2","1","134","1025","12","0","0","5","3","3","3","0","1","0","4","2","0","0","1","5","8"
"alluxio","v2.0.0-preview","alluxio.master.PollingMasterInquireClient","127","15","1","14","23","0","no","5","8","1","5","2","2","2","0","5","3","0","10","2","1","103","1","14","1","0","5","0","5","0","0","1","0","0","0","0","0","2","0","6"
"alluxio","v2.0.0-preview","alluxio.fuse.AlluxioFuseFileSystem","688","98","3","42","104","0","yes","19","22","8","70","2","17","17","1","77","39","11","80","3","1","363","17","90","1","2","17","0","15","0","4","12","0","0","1","0","0","2","0","19"
"alluxio","v2.0.0-preview","alluxio.underfs.hdfs.HdfsVersion","48","9","1","2","6","2","yes","2","4","5","6","1","2","0","0","26","0","0","2","2","0","0","1","2","-1","0","2","0","2","0","0","0","0","0","1","0","0","0","0","3"
"alluxio","v2.0.0-preview","alluxio.client.block.stream.DefaultBlockWorkerClient","95","15","1","31","46","22","no","8","12","0","11","0","0","2","3","2","0","0","11","1","2","104","1","11","0","1","2","0","8","0","0","1","0","0","0","0","0","1","0","11"
"alluxio","v2.0.0-preview","alluxio.master.AlluxioMasterProcess","272","37","2","25","82","62","yes","11","17","2","6","1","4","7","0","12","0","2","19","4","0","201","1","24","1","1","9","1","9","1","0","1","0","0","1","0","0","1","8","7"
"alluxio","v2.0.0-preview","alluxio.testutils.IntegrationTestUtils","126","16","1","12","33","45","yes","0","10","4","5","1","1","5","0","14","4","5","7","3","4","125","17","10","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","9"
"alluxio","v2.0.0-preview","alluxio.client.block.stream.GrpcDataReader","137","17","1","18","36","0","yes","10","4","0","4","0","5","3","1","10","0","1","18","3","0","126","17","27","1","0","9","0","10","0","0","1","0","0","0","0","0","1","0","3"
"alluxio","v2.0.0-preview","alluxio.wire.TieredIdentityTest","73","10","1","7","25","43","no","1","10","8","2","0","0","0","0","36","4","2","25","0","0","57","1","26","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","9"
"alluxio","v2.0.0-preview","alluxio.worker.grpc.ShortCircuitBlockWriteHandler","125","11","1","14","11","3","yes","8","6","0","1","0","2","0","1","8","1","0","10","1","0","104","0","11","0","2","5","0","8","0","0","2","0","0","1","0","0","0","0","5"
