"name-pr","version","name","loc","wmc","dit","cbo","rfc","lcom","bug","fields","Methods","NOSI","Returns","Loops","ComparisonsQty","TryCatchQty","ParenthExpsQty","StrLitQty","NumQty","MathOperQty","VarQty","MaxNesting","Lambdas","WordsQty","Modifiers","Assignments","SubClassQty","AnonymousClassQty","FinalFields","DefaultFields","PrivateFields","ProtectedFields","PublicFields","StaticFields","SyncFields","AbstractMethods","DefaultMethods","FinalMethods","SyncMethods","PrivateMethods","ProtectedMethods","PublicMethods"
"alluxio","v2.0.1","alluxio.master.LocalAlluxioJobCluster","152","15","1","6","22","40","no","8","13","3","3","1","0","0","0","2","2","0","10","1","0","99","17","12","0","2","1","0","8","0","0","1","0","0","0","0","0","5","0","8"
"alluxio","v2.0.1","alluxio.master.journal.raft.RaftJournalSystem","395","65","2","28","148","168","yes","13","29","34","19","3","13","14","1","40","22","11","40","2","8","413","17","39","0","0","10","0","13","0","0","4","0","0","0","0","15","10","0","19"
"alluxio","v2.0.1","alluxio.security.authentication.SaslStreamClientDriver","127","20","1","12","28","0","yes","7","7","2","0","0","4","3","2","8","0","0","11","3","0","150","1","11","0","0","2","0","7","0","0","1","0","0","0","0","0","0","0","7"
"alluxio","v2.0.1","alluxio.security.group.GroupMappingService","37","1","1","1","0","0","no","0","1","0","0","0","0","0","0","0","0","0","0","-1","0","64","1","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"alluxio","v2.0.1","alluxio.master.journal.ufs.UfsJournalCheckpointThread","263","37","2","11","39","0","no","14","8","5","9","1","2","9","0","26","2","3","19","6","0","174","17","30","0","0","8","0","14","0","0","1","0","0","0","0","0","3","0","5"
"alluxio","v2.0.1","alluxio.examples.UnderFileSystemCommonOperations","1021","214","1","14","84","0","yes","16","48","24","16","32","29","8","8","258","69","32","203","4","2","254","17","223","2","0","16","0","16","0","0","12","0","0","0","0","0","5","0","43"
"alluxio","v2.0.1","alluxio.master.file.DefaultFileSystemMaster","3157","565","2","150","533","2868","yes","25","120","30","102","42","101","128","22","132","40","40","474","6","5","800","17","524","5","1","20","0","25","0","0","3","0","0","2","0","0","60","0","58"
"alluxio","v2.0.1","alluxio.worker.AlluxioWorkerRestServiceHandler","528","75","1","55","129","236","no","27","25","0","35","13","9","7","3","58","21","19","104","6","15","246","17","120","0","6","27","0","5","0","22","23","0","0","0","0","0","6","0","19"
"alluxio","v2.0.1","alluxio.master.journal.ufs.UfsJournalLogWriterTest","341","32","1","16","68","8","yes","5","20","2","3","7","6","4","0","11","72","6","84","2","0","211","17","93","0","0","1","0","3","0","2","1","0","0","0","0","0","7","0","13"
"alluxio","v2.0.1","alluxio.master.file.replication.ReplicationChecker","234","47","1","18","54","9","no","8","7","5","10","8","6","6","2","17","11","7","30","5","0","196","17","39","0","0","7","0","8","0","0","3","0","0","0","0","0","3","0","4"
"alluxio","v2.0.1","alluxio.server.web.ServiceSocketBindIntegrationTest","122","15","2","9","47","0","yes","6","6","2","0","1","0","7","1","17","8","5","13","1","0","78","1","20","0","0","0","0","5","0","1","0","0","0","0","0","0","3","0","3"
"alluxio","v2.0.1","alluxio.master.journal.ufs.UfsJournalFileParser","64","10","1","7","14","0","no","5","3","0","4","1","2","1","0","4","5","2","9","2","0","57","17","11","0","0","2","0","5","0","0","1","0","0","0","0","0","0","0","3"
