"name-pr","version","name","loc","wmc","dit","cbo","rfc","lcom","bug","fields","Methods","NOSI","Returns","Loops","ComparisonsQty","TryCatchQty","ParenthExpsQty","StrLitQty","NumQty","MathOperQty","VarQty","MaxNesting","Lambdas","WordsQty","Modifiers","Assignments","SubClassQty","AnonymousClassQty","FinalFields","DefaultFields","PrivateFields","ProtectedFields","PublicFields","StaticFields","SyncFields","AbstractMethods","DefaultMethods","FinalMethods","SyncMethods","PrivateMethods","ProtectedMethods","PublicMethods"
"alluxio","v1.8.2","alluxio.resource.DynamicResourcePool","401","35","1","11","48","33","no","10","15","2","12","4","3","10","0","10","4","7","20","5","1","191","1025","21","2","0","7","0","9","1","0","1","0","4","0","0","0","5","4","6"
"alluxio","v1.8.2","alluxio.fuse.AlluxioFuseFileSystemTest","336","31","1","33","95","0","yes","7","29","19","3","1","0","1","2","84","78","19","105","2","4","171","1","111","0","0","2","0","6","0","1","2","0","0","0","0","0","2","0","27"
"alluxio","v1.8.2","alluxio.client.fs.MultiUfsMountIntegrationTest","258","14","2","18","51","0","no","25","14","0","0","0","0","2","0","62","0","4","90","1","0","122","17","92","0","0","8","0","23","0","2","8","0","0","0","0","0","0","0","14"
"alluxio","v1.8.2","alluxio.client.cli.fs.command.CheckConsistencyCommandIntegrationTest","85","6","2","6","34","10","no","0","5","1","0","1","0","0","0","57","15","6","14","1","1","69","1","16","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","4"
"alluxio","v1.8.2","alluxio.master.NoopMaster","38","9","1","5","0","34","yes","1","9","0","3","0","0","0","0","2","0","0","1","0","0","47","1","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","9"
"alluxio","v1.8.2","alluxio.client.fs.FileSystemIntegrationTest","345","47","2","22","75","0","no","7","36","0","2","6","2","8","1","84","35","13","70","2","1","173","17","81","0","0","2","0","5","0","2","2","0","0","0","0","0","2","0","34"
"alluxio","v1.8.2","alluxio.master.PrimarySelectorClient","210","30","2","13","49","3","no","9","11","4","4","1","7","5","2","16","2","7","15","3","0","135","17","19","0","0","6","0","9","0","0","2","0","0","0","0","0","3","0","8"
"alluxio","v1.8.2","alluxio.fuse.AlluxioFuse","89","13","1","14","37","3","no","1","3","4","3","1","1","3","0","23","2","3","22","4","0","108","17","23","0","0","1","0","1","0","0","1","0","0","0","0","0","2","0","1"
"alluxio","v1.8.2","alluxio.client.fs.FileSystemMasterIntegrationTest","945","74","2","34","102","0","no","16","57","21","2","12","1","9","0","195","84","16","171","3","1","267","1","171","4","0","8","0","9","0","7","11","0","0","0","1","0","1","0","56"
"alluxio","v1.8.2","alluxio.cli.fs.FileSystemShell","39","7","2","6","15","6","no","3","4","2","2","0","0","1","0","6","3","0","6","1","0","57","17","6","0","0","3","0","3","0","0","3","0","0","0","0","0","0","2","2"
"alluxio","v1.8.2","alluxio.testutils.IntegrationTestUtils","126","16","1","12","33","45","yes","0","10","4","5","1","1","5","0","14","4","5","7","3","4","125","17","10","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","9"
"alluxio","v1.8.2","alluxio.underfs.cos.COSUnderFileSystem","212","31","2","23","43","81","yes","5","18","1","23","0","4","6","0","18","2","2","21","2","0","148","1","24","1","0","5","0","5","0","0","2","0","0","0","0","0","2","10","6"
