"name-pr","version","name","loc","wmc","dit","cbo","rfc","lcom","bug","fields","Methods","NOSI","Returns","Loops","ComparisonsQty","TryCatchQty","ParenthExpsQty","StrLitQty","NumQty","MathOperQty","VarQty","MaxNesting","Lambdas","WordsQty","Modifiers","Assignments","SubClassQty","AnonymousClassQty","FinalFields","DefaultFields","PrivateFields","ProtectedFields","PublicFields","StaticFields","SyncFields","AbstractMethods","DefaultMethods","FinalMethods","SyncMethods","PrivateMethods","ProtectedMethods","PublicMethods"
"che","6.12.2","org.eclipse.che.api.workspace.server.WorkspaceRuntimesTest","425","35","3","51","103","0","no","13","35","27","8","0","0","0","0","140","5","3","108","0","0","226","1","99","2","0","1","0","13","0","0","1","0","0","0","0","0","8","0","27"
"che","6.12.2","org.eclipse.che.api.workspace.server.WorkspaceServiceTest","485","59","1","55","140","175","no","14","59","140","15","0","0","0","0","270","56","51","174","0","4","236","1","166","1","1","8","0","14","0","0","8","0","0","0","0","0","13","0","46"
"che","6.12.2","org.eclipse.che.workspace.infrastructure.kubernetes.server.secure.jwtproxy.JwtProxyProvisioner","113","13","1","27","68","0","no","18","7","8","5","1","2","1","0","25","3","10","28","3","0","158","1","29","0","0","17","8","9","0","1","9","0","0","1","0","0","3","0","3"
"che","6.12.2","org.eclipse.che.api.workspace.server.hc.ServersCheckerTest","93","9","1","12","37","0","no","16","7","0","0","0","0","2","0","28","9","0","22","1","1","99","1","17","0","0","10","0","16","0","0","10","0","0","0","0","0","0","0","7"
"che","6.12.2","org.eclipse.che.workspace.infrastructure.openshift.OpenShiftEnvironmentProvisionerTest","52","2","1","26","5","0","no","21","2","0","0","0","0","0","0","0","0","0","21","0","0","81","1","2","0","0","0","0","21","0","0","0","0","0","0","0","0","0","0","2"
"che","6.12.2","org.eclipse.che.workspace.infrastructure.openshift.environment.OpenShiftEnvironmentFactory","119","26","2","26","39","2","yes","11","4","3","1","3","3","0","1","15","7","3","28","4","0","132","1","33","0","0","11","8","3","0","0","8","0","0","1","0","0","1","1","1"
"che","6.12.2","org.eclipse.che.workspace.infrastructure.openshift.OpenShiftInternalRuntimeTest","186","18","1","56","81","59","no","41","14","27","10","2","0","0","0","19","15","2","68","2","3","161","1","44","0","0","16","0","41","0","0","16","0","0","0","0","0","11","0","3"
"che","6.12.2","org.eclipse.che.api.workspace.server.spi.environment.InternalEnvironment","128","26","1","8","14","75","no","7","18","1","13","0","8","0","0","0","0","0","7","1","0","131","1025","21","0","0","1","0","7","0","0","0","0","0","0","0","0","0","3","15"
"che","6.12.2","org.eclipse.che.workspace.infrastructure.kubernetes.namespace.KubernetesNamespaceTest","202","22","1","31","43","0","yes","13","20","0","6","0","0","2","0","21","11","0","56","1","2","138","1","45","0","0","2","0","11","0","2","2","0","0","0","0","0","4","0","16"
"che","6.12.2","org.eclipse.che.multiuser.permission.factory.FactoryPermissionsFilterTest","77","9","1","20","35","4","no","5","9","0","1","0","0","0","0","34","12","6","17","0","0","100","1","13","1","0","1","0","5","0","0","2","0","0","0","0","0","0","0","9"
"che","6.12.2","org.eclipse.che.api.core.jsonrpc.commons.RequestHandlerManager","355","49","1","36","60","64","no","16","24","0","5","2","1","0","0","6","0","2","29","1","2","126","1","27","10","0","16","0","16","0","0","1","0","0","0","0","12","8","0","16"
"che","6.12.2","org.eclipse.che.api.core.websocket.impl.GuiceInjectorEndpointConfigurator","20","4","2","8","5","1","yes","1","2","0","1","0","2","0","0","2","0","0","3","2","0","37","1","2","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","2"
"che","6.12.2","org.eclipse.che.api.deploy.WsMasterServletModule","42","9","2","11","11","6","yes","0","4","8","2","0","1","0","0","9","0","0","1","1","0","25","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","3","1","0"
"che","6.12.2","org.eclipse.che.api.factory.server.impl.FactoryBaseValidatorTest","177","31","1","27","42","0","yes","9","31","22","5","0","0","0","1","98","14","10","46","0","0","181","1","57","0","0","3","0","9","0","0","3","0","0","0","0","0","1","0","30"
