"name-pr","version","name","loc","wmc","dit","cbo","rfc","lcom","bug","fields","Methods","NOSI","Returns","Loops","ComparisonsQty","TryCatchQty","ParenthExpsQty","StrLitQty","NumQty","MathOperQty","VarQty","MaxNesting","Lambdas","WordsQty","Modifiers","Assignments","SubClassQty","AnonymousClassQty","FinalFields","DefaultFields","PrivateFields","ProtectedFields","PublicFields","StaticFields","SyncFields","AbstractMethods","DefaultMethods","FinalMethods","SyncMethods","PrivateMethods","ProtectedMethods","PublicMethods"
"che","6.13.0","org.eclipse.che.ide.debug.BreakpointManagerImpl","341","88","1","32","86","363","yes","7","34","3","13","11","25","0","3","2","11","17","54","4","9","139","1","46","0","1","6","0","7","0","0","1","0","0","0","0","0","11","0","23"
"che","6.13.0","org.eclipse.che.selenium.debugger.DebugExternalClassTest","80","5","1","18","34","0","yes","16","5","1","0","0","0","0","0","23","5","2","16","0","0","98","1","3","0","0","3","0","16","0","0","3","0","0","0","0","0","0","0","5"
"che","6.13.0","org.eclipse.che.selenium.git.PullRequestPluginWithForkTest","79","7","1","19","34","0","yes","21","5","1","0","0","0","2","0","12","5","1","22","1","0","98","1","7","0","0","6","0","21","0","0","6","0","0","1","0","0","1","0","3"
"che","6.13.0","org.eclipse.che.selenium.refactor.parameters.RenameParametersTest","213","17","1","14","35","0","no","14","15","1","0","0","0","0","0","59","30","16","17","1","0","90","1","8","0","0","2","0","14","0","0","2","0","0","0","0","0","1","0","14"
"che","6.13.0","org.eclipse.che.selenium.git.RevertCommitTest","82","5","1","17","42","0","yes","15","5","3","0","0","0","0","0","15","1","2","26","0","0","84","1","12","0","0","1","0","15","0","0","1","0","0","0","0","0","3","0","2"
"che","6.13.0","org.eclipse.che.ide.ext.java.client.command.ClasspathContainer","33","4","1","9","8","0","yes","3","3","0","2","0","0","0","0","1","0","0","4","1","0","44","1","4","0","0","1","0","2","0","1","1","0","0","0","0","0","0","0","3"
"che","6.13.0","org.eclipse.che.api.factory.server.spi.tck.FactoryDaoTest","218","24","1","34","76","0","yes","7","22","33","2","2","0","0","0","148","36","10","64","1","0","155","1","63","0","0","2","0","6","0","1","2","0","0","0","0","0","2","0","20"
"che","6.13.0","org.eclipse.che.api.workspace.server.WorkspaceRuntimes","475","65","1","42","95","136","yes","14","28","25","25","1","18","15","0","39","1","8","56","4","3","295","1","55","3","0","13","0","14","0","0","1","0","0","4","0","0","10","0","14"
"che","6.13.0","org.eclipse.che.workspace.infrastructure.openshift.OpenShiftInternalRuntimeTest","186","18","1","56","81","59","no","41","14","27","10","2","0","0","0","19","15","2","68","2","3","161","1","44","0","0","16","0","41","0","0","16","0","0","0","0","0","11","0","3"
"che","6.13.0","org.eclipse.che.api.workspace.server.WorkspaceRuntimesTest","425","35","3","51","103","0","no","13","35","27","8","0","0","0","0","140","5","3","108","0","0","226","1","99","2","0","1","0","13","0","0","1","0","0","0","0","0","8","0","27"
"che","6.13.0","org.eclipse.che.workspace.infrastructure.kubernetes.StartSynchronizerTest","130","22","1","13","26","0","no","3","21","2","0","0","0","1","0","9","6","0","19","1","0","84","1","18","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","21"
"che","6.13.0","org.eclipse.che.workspace.infrastructure.kubernetes.server.secure.jwtproxy.JwtProxyProvisioner","113","13","1","27","68","0","no","18","7","8","5","1","2","1","0","25","3","10","28","3","0","158","1","29","0","0","17","8","9","0","1","9","0","0","1","0","0","3","0","3"
"che","6.13.0","org.eclipse.che.api.workspace.server.hc.ServersCheckerTest","93","9","1","12","37","0","no","16","7","0","0","0","0","2","0","28","9","0","22","1","1","99","1","17","0","0","10","0","16","0","0","10","0","0","0","0","0","0","0","7"
"che","6.13.0","org.eclipse.che.workspace.infrastructure.openshift.OpenShiftEnvironmentProvisionerTest","52","2","1","26","5","0","no","21","2","0","0","0","0","0","0","0","0","0","21","0","0","81","1","2","0","0","0","0","21","0","0","0","0","0","0","0","0","0","0","2"
"che","6.13.0","org.eclipse.che.workspace.infrastructure.openshift.environment.OpenShiftEnvironmentFactory","119","26","2","26","39","2","yes","11","4","3","1","3","3","0","1","15","7","3","28","4","0","132","1","33","0","0","11","8","3","0","0","8","0","0","1","0","0","1","1","1"
"che","6.13.0","org.eclipse.che.api.workspace.server.spi.environment.InternalEnvironment","128","26","1","8","14","75","no","7","18","1","13","0","8","0","0","0","0","0","7","1","0","131","1025","21","0","0","1","0","7","0","0","0","0","0","0","0","0","0","3","15"
"che","6.13.0","org.eclipse.che.multiuser.permission.factory.FactoryPermissionsFilterTest","77","9","1","20","35","4","no","5","9","0","1","0","0","0","0","34","12","6","17","0","0","100","1","13","1","0","1","0","5","0","0","2","0","0","0","0","0","0","0","9"
"che","6.13.0","org.eclipse.che.api.core.jsonrpc.commons.RequestHandlerManager","355","49","1","36","60","64","no","16","24","0","5","2","1","0","0","6","0","2","29","1","2","126","1","27","10","0","16","0","16","0","0","1","0","0","0","0","12","8","0","16"
"che","6.13.0","org.eclipse.che.api.core.websocket.impl.GuiceInjectorEndpointConfigurator","20","4","2","8","5","1","yes","1","2","0","1","0","2","0","0","2","0","0","3","2","0","37","1","2","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","2"
"che","6.13.0","org.eclipse.che.api.deploy.WsMasterServletModule","42","9","2","11","11","6","yes","0","4","8","2","0","1","0","0","9","0","0","1","1","0","25","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","3","1","0"
