ShortMessage,LongMessage,Class/SourceLine/0/Message,Class/SourceLine/0/_classname,Class/SourceLine/0/_sourcefile,Class/SourceLine/0/_sourcepath,Class/SourceLine/0/_relSourcepath,Class/Message,Class/_classname,Class/_primary,Method/SourceLine/0/_classname,Method/SourceLine/0/_start,Method/SourceLine/0/_end,Method/SourceLine/0/_startBytecode,Method/SourceLine/0/_endBytecode,Method/SourceLine/0/_sourcefile,Method/SourceLine/0/_sourcepath,Method/SourceLine/0/_relSourcepath,Method/Message,Method/_classname,Method/_name,Method/_signature,Method/_isStatic,Method/_primary,SourceLine/0/Message,SourceLine/0/_classname,SourceLine/0/_start,SourceLine/0/_end,SourceLine/0/_startBytecode,SourceLine/0/_endBytecode,SourceLine/0/_sourcefile,SourceLine/0/_sourcepath,SourceLine/0/_relSourcepath,SourceLine/0/_synthetic,_type,_priority,_rank,_abbrev,_category,_instanceHash,_instanceOccurrenceNum,_instanceOccurrenceMax,SourceLine/0/_primary,SourceLine/1/Message,SourceLine/1/_classname,SourceLine/1/_start,SourceLine/1/_end,SourceLine/1/_startBytecode,SourceLine/1/_endBytecode,SourceLine/1/_sourcefile,SourceLine/1/_sourcepath,SourceLine/1/_relSourcepath,String/Message,String/_value,String/_role,_cweid
Found JAX-RS REST endpoint,org.eclipse.che.multiuser.keycloak.server.KeycloakConfigurationService.org.eclipse.che.multiuser.keycloak.server.KeycloakConfigurationService.callbackScript() is a REST Web Service endpoint,In KeycloakConfigurationService.java,org.eclipse.che.multiuser.keycloak.server.KeycloakConfigurationService,KeycloakConfigurationService.java,org/eclipse/che/multiuser/keycloak/server/KeycloakConfigurationService.java,org\eclipse\che\multiuser\keycloak\server\KeycloakConfigurationService.java,In class org.eclipse.che.multiuser.keycloak.server.KeycloakConfigurationService,org.eclipse.che.multiuser.keycloak.server.KeycloakConfigurationService,true,org.eclipse.che.multiuser.keycloak.server.KeycloakConfigurationService,82,82,0,48,KeycloakConfigurationService.java,org/eclipse/che/multiuser/keycloak/server/KeycloakConfigurationService.java,org\eclipse\che\multiuser\keycloak\server\KeycloakConfigurationService.java,In method org.eclipse.che.multiuser.keycloak.server.KeycloakConfigurationService.callbackScript(),org.eclipse.che.multiuser.keycloak.server.KeycloakConfigurationService,callbackScript,()Ljava/lang/String;,false,true,At KeycloakConfigurationService.java:[line 82],org.eclipse.che.multiuser.keycloak.server.KeycloakConfigurationService,82,82,0,48,KeycloakConfigurationService.java,org/eclipse/che/multiuser/keycloak/server/KeycloakConfigurationService.java,org\eclipse\che\multiuser\keycloak\server\KeycloakConfigurationService.java,true,JAXRS_ENDPOINT,3,10,SECJRS,SECURITY,552be7fda053b61cbf827d7d349035b2,0,0,,,,,,,,,,,,,,
Found JAX-RS REST endpoint,org.eclipse.che.multiuser.keycloak.server.KeycloakConfigurationService.org.eclipse.che.multiuser.keycloak.server.KeycloakConfigurationService.dashboardCallback() is a REST Web Service endpoint,In KeycloakConfigurationService.java,org.eclipse.che.multiuser.keycloak.server.KeycloakConfigurationService,KeycloakConfigurationService.java,org/eclipse/che/multiuser/keycloak/server/KeycloakConfigurationService.java,org\eclipse\che\multiuser\keycloak\server\KeycloakConfigurationService.java,In class org.eclipse.che.multiuser.keycloak.server.KeycloakConfigurationService,org.eclipse.che.multiuser.keycloak.server.KeycloakConfigurationService,true,org.eclipse.che.multiuser.keycloak.server.KeycloakConfigurationService,96,96,0,48,KeycloakConfigurationService.java,org/eclipse/che/multiuser/keycloak/server/KeycloakConfigurationService.java,org\eclipse\che\multiuser\keycloak\server\KeycloakConfigurationService.java,In method org.eclipse.che.multiuser.keycloak.server.KeycloakConfigurationService.dashboardCallback(),org.eclipse.che.multiuser.keycloak.server.KeycloakConfigurationService,dashboardCallback,()Ljava/lang/String;,false,true,At KeycloakConfigurationService.java:[line 96],org.eclipse.che.multiuser.keycloak.server.KeycloakConfigurationService,96,96,0,48,KeycloakConfigurationService.java,org/eclipse/che/multiuser/keycloak/server/KeycloakConfigurationService.java,org\eclipse\che\multiuser\keycloak\server\KeycloakConfigurationService.java,true,JAXRS_ENDPOINT,3,10,SECJRS,SECURITY,14633b989e8e12eceaecec4226c218fb,0,0,,,,,,,,,,,,,,
Found JAX-RS REST endpoint,org.eclipse.che.multiuser.keycloak.server.KeycloakConfigurationService.org.eclipse.che.multiuser.keycloak.server.KeycloakConfigurationService.ideCallback() is a REST Web Service endpoint,In KeycloakConfigurationService.java,org.eclipse.che.multiuser.keycloak.server.KeycloakConfigurationService,KeycloakConfigurationService.java,org/eclipse/che/multiuser/keycloak/server/KeycloakConfigurationService.java,org\eclipse\che\multiuser\keycloak\server\KeycloakConfigurationService.java,In class org.eclipse.che.multiuser.keycloak.server.KeycloakConfigurationService,org.eclipse.che.multiuser.keycloak.server.KeycloakConfigurationService,true,org.eclipse.che.multiuser.keycloak.server.KeycloakConfigurationService,89,89,0,48,KeycloakConfigurationService.java,org/eclipse/che/multiuser/keycloak/server/KeycloakConfigurationService.java,org\eclipse\che\multiuser\keycloak\server\KeycloakConfigurationService.java,In method org.eclipse.che.multiuser.keycloak.server.KeycloakConfigurationService.ideCallback(),org.eclipse.che.multiuser.keycloak.server.KeycloakConfigurationService,ideCallback,()Ljava/lang/String;,false,true,At KeycloakConfigurationService.java:[line 89],org.eclipse.che.multiuser.keycloak.server.KeycloakConfigurationService,89,89,0,48,KeycloakConfigurationService.java,org/eclipse/che/multiuser/keycloak/server/KeycloakConfigurationService.java,org\eclipse\che\multiuser\keycloak\server\KeycloakConfigurationService.java,true,JAXRS_ENDPOINT,3,10,SECJRS,SECURITY,97dc201174b1930d4bbb56520ab094e8,0,0,,,,,,,,,,,,,,
Found JAX-RS REST endpoint,org.eclipse.che.multiuser.keycloak.server.KeycloakConfigurationService.org.eclipse.che.multiuser.keycloak.server.KeycloakConfigurationService.javascriptAdapter() is a REST Web Service endpoint,In KeycloakConfigurationService.java,org.eclipse.che.multiuser.keycloak.server.KeycloakConfigurationService,KeycloakConfigurationService.java,org/eclipse/che/multiuser/keycloak/server/KeycloakConfigurationService.java,org\eclipse\che\multiuser\keycloak\server\KeycloakConfigurationService.java,In class org.eclipse.che.multiuser.keycloak.server.KeycloakConfigurationService,org.eclipse.che.multiuser.keycloak.server.KeycloakConfigurationService,true,org.eclipse.che.multiuser.keycloak.server.KeycloakConfigurationService,75,75,0,48,KeycloakConfigurationService.java,org/eclipse/che/multiuser/keycloak/server/KeycloakConfigurationService.java,org\eclipse\che\multiuser\keycloak\server\KeycloakConfigurationService.java,In method org.eclipse.che.multiuser.keycloak.server.KeycloakConfigurationService.javascriptAdapter(),org.eclipse.che.multiuser.keycloak.server.KeycloakConfigurationService,javascriptAdapter,()Ljava/lang/String;,false,true,At KeycloakConfigurationService.java:[line 75],org.eclipse.che.multiuser.keycloak.server.KeycloakConfigurationService,75,75,0,48,KeycloakConfigurationService.java,org/eclipse/che/multiuser/keycloak/server/KeycloakConfigurationService.java,org\eclipse\che\multiuser\keycloak\server\KeycloakConfigurationService.java,true,JAXRS_ENDPOINT,3,10,SECJRS,SECURITY,3dec3ffe412ed3a0dc09a6609f3dac80,0,0,,,,,,,,,,,,,,
Found JAX-RS REST endpoint,org.eclipse.che.multiuser.keycloak.server.KeycloakConfigurationService.org.eclipse.che.multiuser.keycloak.server.KeycloakConfigurationService.settings() is a REST Web Service endpoint,In KeycloakConfigurationService.java,org.eclipse.che.multiuser.keycloak.server.KeycloakConfigurationService,KeycloakConfigurationService.java,org/eclipse/che/multiuser/keycloak/server/KeycloakConfigurationService.java,org\eclipse\che\multiuser\keycloak\server\KeycloakConfigurationService.java,In class org.eclipse.che.multiuser.keycloak.server.KeycloakConfigurationService,org.eclipse.che.multiuser.keycloak.server.KeycloakConfigurationService,true,org.eclipse.che.multiuser.keycloak.server.KeycloakConfigurationService,50,50,0,49,KeycloakConfigurationService.java,org/eclipse/che/multiuser/keycloak/server/KeycloakConfigurationService.java,org\eclipse\che\multiuser\keycloak\server\KeycloakConfigurationService.java,In method org.eclipse.che.multiuser.keycloak.server.KeycloakConfigurationService.settings(),org.eclipse.che.multiuser.keycloak.server.KeycloakConfigurationService,settings,()Ljava/util/Map;,false,true,At KeycloakConfigurationService.java:[line 50],org.eclipse.che.multiuser.keycloak.server.KeycloakConfigurationService,50,50,0,49,KeycloakConfigurationService.java,org/eclipse/che/multiuser/keycloak/server/KeycloakConfigurationService.java,org\eclipse\che\multiuser\keycloak\server\KeycloakConfigurationService.java,true,JAXRS_ENDPOINT,3,10,SECJRS,SECURITY,5cb92418d73efdd3dc995bfd7f62e3fb,0,0,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In KeycloakEnvironmentInitializationFilter.java,org.eclipse.che.multiuser.keycloak.server.KeycloakEnvironmentInitializationFilter,KeycloakEnvironmentInitializationFilter.java,org/eclipse/che/multiuser/keycloak/server/KeycloakEnvironmentInitializationFilter.java,org\eclipse\che\multiuser\keycloak\server\KeycloakEnvironmentInitializationFilter.java,In class org.eclipse.che.multiuser.keycloak.server.KeycloakEnvironmentInitializationFilter,org.eclipse.che.multiuser.keycloak.server.KeycloakEnvironmentInitializationFilter,true,org.eclipse.che.multiuser.keycloak.server.KeycloakEnvironmentInitializationFilter,106,132,0,491,KeycloakEnvironmentInitializationFilter.java,org/eclipse/che/multiuser/keycloak/server/KeycloakEnvironmentInitializationFilter.java,org\eclipse\che\multiuser\keycloak\server\KeycloakEnvironmentInitializationFilter.java,In method org.eclipse.che.multiuser.keycloak.server.KeycloakEnvironmentInitializationFilter.extractSubject(String),org.eclipse.che.multiuser.keycloak.server.KeycloakEnvironmentInitializationFilter,extractSubject,(Ljava/lang/String;)Lorg/eclipse/che/commons/subject/Subject;,false,true,At KeycloakEnvironmentInitializationFilter.java:[line 108],org.eclipse.che.multiuser.keycloak.server.KeycloakEnvironmentInitializationFilter,108,108,27,27,KeycloakEnvironmentInitializationFilter.java,org/eclipse/che/multiuser/keycloak/server/KeycloakEnvironmentInitializationFilter.java,org\eclipse\che\multiuser\keycloak\server\KeycloakEnvironmentInitializationFilter.java,,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,9cd685c509656036edf14d1add0529bd,0,0,true,At KeycloakEnvironmentInitializationFilter.java:[line 106],org.eclipse.che.multiuser.keycloak.server.KeycloakEnvironmentInitializationFilter,106,106,5,5,KeycloakEnvironmentInitializationFilter.java,org/eclipse/che/multiuser/keycloak/server/KeycloakEnvironmentInitializationFilter.java,org\eclipse\che\multiuser\keycloak\server\KeycloakEnvironmentInitializationFilter.java,Sink method Logger.debug(...),Logger.debug(...),Sink method,117
Potential CRLF Injection for logs,This use of Logger.info(...) might be used to include CRLF characters into log messages,In KeycloakSettings.java,org.eclipse.che.multiuser.keycloak.server.KeycloakSettings,KeycloakSettings.java,org/eclipse/che/multiuser/keycloak/server/KeycloakSettings.java,org\eclipse\che\multiuser\keycloak\server\KeycloakSettings.java,In class org.eclipse.che.multiuser.keycloak.server.KeycloakSettings,org.eclipse.che.multiuser.keycloak.server.KeycloakSettings,true,org.eclipse.che.multiuser.keycloak.server.KeycloakSettings,70,163,0,1641,KeycloakSettings.java,org/eclipse/che/multiuser/keycloak/server/KeycloakSettings.java,org\eclipse\che\multiuser\keycloak\server\KeycloakSettings.java,"In method new org.eclipse.che.multiuser.keycloak.server.KeycloakSettings(String, String, String, String, String, String, String, boolean, String, String, boolean)",org.eclipse.che.multiuser.keycloak.server.KeycloakSettings,<init>,(Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;ZLjava/lang/String;Ljava/lang/String;Z)V,false,true,At KeycloakSettings.java:[line 91],org.eclipse.che.multiuser.keycloak.server.KeycloakSettings,91,91,140,140,KeycloakSettings.java,org/eclipse/che/multiuser/keycloak/server/KeycloakSettings.java,org\eclipse\che\multiuser\keycloak\server\KeycloakSettings.java,,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,e82f1f8d64baf5b7a12645c6b519208b,0,1,true,At KeycloakSettings.java:[line 89],org.eclipse.che.multiuser.keycloak.server.KeycloakSettings,89,89,128,128,KeycloakSettings.java,org/eclipse/che/multiuser/keycloak/server/KeycloakSettings.java,org\eclipse\che\multiuser\keycloak\server\KeycloakSettings.java,Sink method Logger.info(...),Logger.info(...),Sink method,117
Potential CRLF Injection for logs,This use of Logger.info(...) might be used to include CRLF characters into log messages,In KeycloakSettings.java,org.eclipse.che.multiuser.keycloak.server.KeycloakSettings,KeycloakSettings.java,org/eclipse/che/multiuser/keycloak/server/KeycloakSettings.java,org\eclipse\che\multiuser\keycloak\server\KeycloakSettings.java,In class org.eclipse.che.multiuser.keycloak.server.KeycloakSettings,org.eclipse.che.multiuser.keycloak.server.KeycloakSettings,true,org.eclipse.che.multiuser.keycloak.server.KeycloakSettings,70,163,0,1641,KeycloakSettings.java,org/eclipse/che/multiuser/keycloak/server/KeycloakSettings.java,org\eclipse\che\multiuser\keycloak\server\KeycloakSettings.java,"In method new org.eclipse.che.multiuser.keycloak.server.KeycloakSettings(String, String, String, String, String, String, String, boolean, String, String, boolean)",org.eclipse.che.multiuser.keycloak.server.KeycloakSettings,<init>,(Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;ZLjava/lang/String;Ljava/lang/String;Z)V,false,true,At KeycloakSettings.java:[line 108],org.eclipse.che.multiuser.keycloak.server.KeycloakSettings,108,108,255,255,KeycloakSettings.java,org/eclipse/che/multiuser/keycloak/server/KeycloakSettings.java,org\eclipse\che\multiuser\keycloak\server\KeycloakSettings.java,,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,e82f1f8d64baf5b7a12645c6b519208b,1,1,true,At KeycloakSettings.java:[line 102],org.eclipse.che.multiuser.keycloak.server.KeycloakSettings,102,102,205,205,KeycloakSettings.java,org/eclipse/che/multiuser/keycloak/server/KeycloakSettings.java,org\eclipse\che\multiuser\keycloak\server\KeycloakSettings.java,Sink method Logger.info(...),Logger.info(...),Sink method,117
