ShortMessage,LongMessage,Class/SourceLine/Message,Class/SourceLine/_classname,Class/SourceLine/_sourcefile,Class/SourceLine/_sourcepath,Class/SourceLine/_relSourcepath,Class/Message,Class/_classname,Class/_primary,Method/SourceLine/_classname,Method/SourceLine/_start,Method/SourceLine/_end,Method/SourceLine/_startBytecode,Method/SourceLine/_endBytecode,Method/SourceLine/_sourcefile,Method/SourceLine/_sourcepath,Method/SourceLine/_relSourcepath,Method/Message,Method/_classname,Method/_name,Method/_signature,Method/_isStatic,Method/_primary,SourceLine/Message,SourceLine/_classname,SourceLine/_start,SourceLine/_end,SourceLine/_startBytecode,SourceLine/_endBytecode,SourceLine/_sourcefile,SourceLine/_sourcepath,SourceLine/_relSourcepath,SourceLine/_synthetic,_type,_priority,_rank,_abbrev,_category,_instanceHash,_instanceOccurrenceNum,_instanceOccurrenceMax
Found JAX-RS REST endpoint,org.eclipse.che.api.ssh.server.SshService.org.eclipse.che.api.ssh.server.SshService.generatePair(GenerateSshPairRequest) is a REST Web Service endpoint,In SshService.java,org.eclipse.che.api.ssh.server.SshService,SshService.java,org/eclipse/che/api/ssh/server/SshService.java,org\eclipse\che\api\ssh\server\SshService.java,In class org.eclipse.che.api.ssh.server.SshService,org.eclipse.che.api.ssh.server.SshService,true,org.eclipse.che.api.ssh.server.SshService,96,102,0,171,SshService.java,org/eclipse/che/api/ssh/server/SshService.java,org\eclipse\che\api\ssh\server\SshService.java,In method org.eclipse.che.api.ssh.server.SshService.generatePair(GenerateSshPairRequest),org.eclipse.che.api.ssh.server.SshService,generatePair,(Lorg/eclipse/che/api/ssh/shared/dto/GenerateSshPairRequest;)Ljavax/ws/rs/core/Response;,false,true,At SshService.java:[lines 96-102],org.eclipse.che.api.ssh.server.SshService,96,102,0,171,SshService.java,org/eclipse/che/api/ssh/server/SshService.java,org\eclipse\che\api\ssh\server\SshService.java,true,JAXRS_ENDPOINT,3,10,SECJRS,SECURITY,99027b1a68d1122c28dacc43e4a56a99,0,0
Found JAX-RS REST endpoint,"org.eclipse.che.api.ssh.server.SshService.org.eclipse.che.api.ssh.server.SshService.getPair(String, String) is a REST Web Service endpoint",In SshService.java,org.eclipse.che.api.ssh.server.SshService,SshService.java,org/eclipse/che/api/ssh/server/SshService.java,org\eclipse\che\api\ssh\server\SshService.java,In class org.eclipse.che.api.ssh.server.SshService,org.eclipse.che.api.ssh.server.SshService,true,org.eclipse.che.api.ssh.server.SshService,202,203,0,92,SshService.java,org/eclipse/che/api/ssh/server/SshService.java,org\eclipse\che\api\ssh\server\SshService.java,"In method org.eclipse.che.api.ssh.server.SshService.getPair(String, String)",org.eclipse.che.api.ssh.server.SshService,getPair,(Ljava/lang/String;Ljava/lang/String;)Lorg/eclipse/che/api/ssh/shared/dto/SshPairDto;,false,true,At SshService.java:[lines 202-203],org.eclipse.che.api.ssh.server.SshService,202,203,0,92,SshService.java,org/eclipse/che/api/ssh/server/SshService.java,org\eclipse\che\api\ssh\server\SshService.java,true,JAXRS_ENDPOINT,3,10,SECJRS,SECURITY,cbe8433e8fbee9a4cdd61a887c6cfa1c,0,0
Found JAX-RS REST endpoint,org.eclipse.che.api.ssh.server.SshService.org.eclipse.che.api.ssh.server.SshService.getPairs(String) is a REST Web Service endpoint,In SshService.java,org.eclipse.che.api.ssh.server.SshService,SshService.java,org/eclipse/che/api/ssh/server/SshService.java,org\eclipse\che\api\ssh\server\SshService.java,In class org.eclipse.che.api.ssh.server.SshService,org.eclipse.che.api.ssh.server.SshService,true,org.eclipse.che.api.ssh.server.SshService,239,239,0,110,SshService.java,org/eclipse/che/api/ssh/server/SshService.java,org\eclipse\che\api\ssh\server\SshService.java,In method org.eclipse.che.api.ssh.server.SshService.getPairs(String),org.eclipse.che.api.ssh.server.SshService,getPairs,(Ljava/lang/String;)Ljava/util/List;,false,true,At SshService.java:[line 239],org.eclipse.che.api.ssh.server.SshService,239,239,0,110,SshService.java,org/eclipse/che/api/ssh/server/SshService.java,org\eclipse\che\api\ssh\server\SshService.java,true,JAXRS_ENDPOINT,3,10,SECJRS,SECURITY,c7db56845cd66520c603591f8f08c315,0,0
Found JAX-RS REST endpoint,"org.eclipse.che.api.ssh.server.SshService.org.eclipse.che.api.ssh.server.SshService.removePair(String, String) is a REST Web Service endpoint",In SshService.java,org.eclipse.che.api.ssh.server.SshService,SshService.java,org/eclipse/che/api/ssh/server/SshService.java,org\eclipse\che\api\ssh\server\SshService.java,In class org.eclipse.che.api.ssh.server.SshService,org.eclipse.che.api.ssh.server.SshService,true,org.eclipse.che.api.ssh.server.SshService,221,223,0,89,SshService.java,org/eclipse/che/api/ssh/server/SshService.java,org\eclipse\che\api\ssh\server\SshService.java,"In method org.eclipse.che.api.ssh.server.SshService.removePair(String, String)",org.eclipse.che.api.ssh.server.SshService,removePair,(Ljava/lang/String;Ljava/lang/String;)V,false,true,At SshService.java:[lines 221-223],org.eclipse.che.api.ssh.server.SshService,221,223,0,89,SshService.java,org/eclipse/che/api/ssh/server/SshService.java,org\eclipse\che\api\ssh\server\SshService.java,true,JAXRS_ENDPOINT,3,10,SECJRS,SECURITY,3f955a3dd73ebba2d6a6e00e88b635b7,0,0
