ShortMessage,LongMessage,Class/SourceLine/0/Message,Class/SourceLine/0/_classname,Class/SourceLine/0/_sourcefile,Class/SourceLine/0/_sourcepath,Class/SourceLine/0/_relSourcepath,Class/Message,Class/_classname,Class/_primary,Method/SourceLine/0/_classname,Method/SourceLine/0/_start,Method/SourceLine/0/_end,Method/SourceLine/0/_startBytecode,Method/SourceLine/0/_endBytecode,Method/SourceLine/0/_sourcefile,Method/SourceLine/0/_sourcepath,Method/SourceLine/0/_relSourcepath,Method/Message,Method/_classname,Method/_name,Method/_signature,Method/_isStatic,Method/_primary,SourceLine/0/Message,SourceLine/0/_classname,SourceLine/0/_start,SourceLine/0/_end,SourceLine/0/_startBytecode,SourceLine/0/_endBytecode,SourceLine/0/_sourcefile,SourceLine/0/_sourcepath,SourceLine/0/_relSourcepath,SourceLine/0/_synthetic,_type,_priority,_rank,_abbrev,_category,_instanceHash,_instanceOccurrenceNum,_instanceOccurrenceMax,SourceLine/0/_primary,SourceLine/1/Message,SourceLine/1/_classname,SourceLine/1/_start,SourceLine/1/_end,SourceLine/1/_startBytecode,SourceLine/1/_endBytecode,SourceLine/1/_sourcefile,SourceLine/1/_sourcepath,SourceLine/1/_relSourcepath,SourceLine/2/Message,SourceLine/2/_classname,SourceLine/2/_start,SourceLine/2/_end,SourceLine/2/_startBytecode,SourceLine/2/_endBytecode,SourceLine/2/_sourcefile,SourceLine/2/_sourcepath,SourceLine/2/_relSourcepath,String/0/Message,String/0/_value,String/0/_role,String/1/Message,String/1/_value,String/1/_role,_cweid
Found JAX-RS REST endpoint,org.eclipse.che.multiuser.resource.api.free.FreeResourcesLimitService.org.eclipse.che.multiuser.resource.api.free.FreeResourcesLimitService.getFreeResourcesLimit(String) is a REST Web Service endpoint,In FreeResourcesLimitService.java,org.eclipse.che.multiuser.resource.api.free.FreeResourcesLimitService,FreeResourcesLimitService.java,org/eclipse/che/multiuser/resource/api/free/FreeResourcesLimitService.java,org\eclipse\che\multiuser\resource\api\free\FreeResourcesLimitService.java,In class org.eclipse.che.multiuser.resource.api.free.FreeResourcesLimitService,org.eclipse.che.multiuser.resource.api.free.FreeResourcesLimitService,true,org.eclipse.che.multiuser.resource.api.free.FreeResourcesLimitService,119,119,0,63,FreeResourcesLimitService.java,org/eclipse/che/multiuser/resource/api/free/FreeResourcesLimitService.java,org\eclipse\che\multiuser\resource\api\free\FreeResourcesLimitService.java,In method org.eclipse.che.multiuser.resource.api.free.FreeResourcesLimitService.getFreeResourcesLimit(String),org.eclipse.che.multiuser.resource.api.free.FreeResourcesLimitService,getFreeResourcesLimit,(Ljava/lang/String;)Lorg/eclipse/che/multiuser/resource/shared/dto/FreeResourcesLimitDto;,false,true,At FreeResourcesLimitService.java:[line 119],org.eclipse.che.multiuser.resource.api.free.FreeResourcesLimitService,119,119,0,63,FreeResourcesLimitService.java,org/eclipse/che/multiuser/resource/api/free/FreeResourcesLimitService.java,org\eclipse\che\multiuser\resource\api\free\FreeResourcesLimitService.java,true,JAXRS_ENDPOINT,3,10,SECJRS,SECURITY,718938fa84cdd72c32bc8997d84a2674,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Found JAX-RS REST endpoint,org.eclipse.che.multiuser.resource.api.free.FreeResourcesLimitService.org.eclipse.che.multiuser.resource.api.free.FreeResourcesLimitService.removeFreeResourcesLimit(String) is a REST Web Service endpoint,In FreeResourcesLimitService.java,org.eclipse.che.multiuser.resource.api.free.FreeResourcesLimitService,FreeResourcesLimitService.java,org/eclipse/che/multiuser/resource/api/free/FreeResourcesLimitService.java,org\eclipse\che\multiuser\resource\api\free\FreeResourcesLimitService.java,In class org.eclipse.che.multiuser.resource.api.free.FreeResourcesLimitService,org.eclipse.che.multiuser.resource.api.free.FreeResourcesLimitService,true,org.eclipse.che.multiuser.resource.api.free.FreeResourcesLimitService,134,135,0,64,FreeResourcesLimitService.java,org/eclipse/che/multiuser/resource/api/free/FreeResourcesLimitService.java,org\eclipse\che\multiuser\resource\api\free\FreeResourcesLimitService.java,In method org.eclipse.che.multiuser.resource.api.free.FreeResourcesLimitService.removeFreeResourcesLimit(String),org.eclipse.che.multiuser.resource.api.free.FreeResourcesLimitService,removeFreeResourcesLimit,(Ljava/lang/String;)V,false,true,At FreeResourcesLimitService.java:[lines 134-135],org.eclipse.che.multiuser.resource.api.free.FreeResourcesLimitService,134,135,0,64,FreeResourcesLimitService.java,org/eclipse/che/multiuser/resource/api/free/FreeResourcesLimitService.java,org\eclipse\che\multiuser\resource\api\free\FreeResourcesLimitService.java,true,JAXRS_ENDPOINT,3,10,SECJRS,SECURITY,38fe1980ae36f39bbdb380fbb5be49e5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.warn(...) might be used to include CRLF characters into log messages,In DefaultAvailableResourcesProvider.java,org.eclipse.che.multiuser.resource.api.usage.DefaultAvailableResourcesProvider,DefaultAvailableResourcesProvider.java,org/eclipse/che/multiuser/resource/api/usage/DefaultAvailableResourcesProvider.java,org\eclipse\che\multiuser\resource\api\usage\DefaultAvailableResourcesProvider.java,In class org.eclipse.che.multiuser.resource.api.usage.DefaultAvailableResourcesProvider,org.eclipse.che.multiuser.resource.api.usage.DefaultAvailableResourcesProvider,true,org.eclipse.che.multiuser.resource.api.usage.DefaultAvailableResourcesProvider,56,69,0,299,DefaultAvailableResourcesProvider.java,org/eclipse/che/multiuser/resource/api/usage/DefaultAvailableResourcesProvider.java,org\eclipse\che\multiuser\resource\api\usage\DefaultAvailableResourcesProvider.java,In method org.eclipse.che.multiuser.resource.api.usage.DefaultAvailableResourcesProvider.getAvailableResources(String),org.eclipse.che.multiuser.resource.api.usage.DefaultAvailableResourcesProvider,getAvailableResources,(Ljava/lang/String;)Ljava/util/List;,false,true,At DefaultAvailableResourcesProvider.java:[line 64],org.eclipse.che.multiuser.resource.api.usage.DefaultAvailableResourcesProvider,64,64,79,79,DefaultAvailableResourcesProvider.java,org/eclipse/che/multiuser/resource/api/usage/DefaultAvailableResourcesProvider.java,org\eclipse\che\multiuser\resource\api\usage\DefaultAvailableResourcesProvider.java,,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,6f404083994670a30dc26ad8bc648ac8,0,0,true,At DefaultAvailableResourcesProvider.java:[line 67],org.eclipse.che.multiuser.resource.api.usage.DefaultAvailableResourcesProvider,67,67,68,68,DefaultAvailableResourcesProvider.java,org/eclipse/che/multiuser/resource/api/usage/DefaultAvailableResourcesProvider.java,org\eclipse\che\multiuser\resource\api\usage\DefaultAvailableResourcesProvider.java,At DefaultAvailableResourcesProvider.java:[line 68],org.eclipse.che.multiuser.resource.api.usage.DefaultAvailableResourcesProvider,68,68,75,75,DefaultAvailableResourcesProvider.java,org/eclipse/che/multiuser/resource/api/usage/DefaultAvailableResourcesProvider.java,org\eclipse\che\multiuser\resource\api\usage\DefaultAvailableResourcesProvider.java,Sink method Logger.warn(...),Logger.warn(...),Sink method,Method usage not detected,not detected,Method usage,117
Found JAX-RS REST endpoint,org.eclipse.che.multiuser.resource.api.usage.ResourceService.org.eclipse.che.multiuser.resource.api.usage.ResourceService.getAvailableResources(String) is a REST Web Service endpoint,In ResourceService.java,org.eclipse.che.multiuser.resource.api.usage.ResourceService,ResourceService.java,org/eclipse/che/multiuser/resource/api/usage/ResourceService.java,org\eclipse\che\multiuser\resource\api\usage\ResourceService.java,In class org.eclipse.che.multiuser.resource.api.usage.ResourceService,org.eclipse.che.multiuser.resource.api.usage.ResourceService,true,org.eclipse.che.multiuser.resource.api.usage.ResourceService,89,89,0,106,ResourceService.java,org/eclipse/che/multiuser/resource/api/usage/ResourceService.java,org\eclipse\che\multiuser\resource\api\usage\ResourceService.java,In method org.eclipse.che.multiuser.resource.api.usage.ResourceService.getAvailableResources(String),org.eclipse.che.multiuser.resource.api.usage.ResourceService,getAvailableResources,(Ljava/lang/String;)Ljava/util/List;,false,true,At ResourceService.java:[line 89],org.eclipse.che.multiuser.resource.api.usage.ResourceService,89,89,0,106,ResourceService.java,org/eclipse/che/multiuser/resource/api/usage/ResourceService.java,org\eclipse\che\multiuser\resource\api\usage\ResourceService.java,true,JAXRS_ENDPOINT,3,10,SECJRS,SECURITY,2cf0ac3191115c8d94ab90db6f31343c,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Found JAX-RS REST endpoint,org.eclipse.che.multiuser.resource.api.usage.ResourceService.org.eclipse.che.multiuser.resource.api.usage.ResourceService.getResourceDetails(String) is a REST Web Service endpoint,In ResourceService.java,org.eclipse.che.multiuser.resource.api.usage.ResourceService,ResourceService.java,org/eclipse/che/multiuser/resource/api/usage/ResourceService.java,org\eclipse\che\multiuser\resource\api\usage\ResourceService.java,In class org.eclipse.che.multiuser.resource.api.usage.ResourceService,org.eclipse.che.multiuser.resource.api.usage.ResourceService,true,org.eclipse.che.multiuser.resource.api.usage.ResourceService,131,131,0,63,ResourceService.java,org/eclipse/che/multiuser/resource/api/usage/ResourceService.java,org\eclipse\che\multiuser\resource\api\usage\ResourceService.java,In method org.eclipse.che.multiuser.resource.api.usage.ResourceService.getResourceDetails(String),org.eclipse.che.multiuser.resource.api.usage.ResourceService,getResourceDetails,(Ljava/lang/String;)Lorg/eclipse/che/multiuser/resource/shared/dto/ResourcesDetailsDto;,false,true,At ResourceService.java:[line 131],org.eclipse.che.multiuser.resource.api.usage.ResourceService,131,131,0,63,ResourceService.java,org/eclipse/che/multiuser/resource/api/usage/ResourceService.java,org\eclipse\che\multiuser\resource\api\usage\ResourceService.java,true,JAXRS_ENDPOINT,3,10,SECJRS,SECURITY,b02cadf4577a7e6b915fffedd674d7c1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Found JAX-RS REST endpoint,org.eclipse.che.multiuser.resource.api.usage.ResourceService.org.eclipse.che.multiuser.resource.api.usage.ResourceService.getTotalResources(String) is a REST Web Service endpoint,In ResourceService.java,org.eclipse.che.multiuser.resource.api.usage.ResourceService,ResourceService.java,org/eclipse/che/multiuser/resource/api/usage/ResourceService.java,org\eclipse\che\multiuser\resource\api\usage\ResourceService.java,In class org.eclipse.che.multiuser.resource.api.usage.ResourceService,org.eclipse.che.multiuser.resource.api.usage.ResourceService,true,org.eclipse.che.multiuser.resource.api.usage.ResourceService,68,68,0,106,ResourceService.java,org/eclipse/che/multiuser/resource/api/usage/ResourceService.java,org\eclipse\che\multiuser\resource\api\usage\ResourceService.java,In method org.eclipse.che.multiuser.resource.api.usage.ResourceService.getTotalResources(String),org.eclipse.che.multiuser.resource.api.usage.ResourceService,getTotalResources,(Ljava/lang/String;)Ljava/util/List;,false,true,At ResourceService.java:[line 68],org.eclipse.che.multiuser.resource.api.usage.ResourceService,68,68,0,106,ResourceService.java,org/eclipse/che/multiuser/resource/api/usage/ResourceService.java,org\eclipse\che\multiuser\resource\api\usage\ResourceService.java,true,JAXRS_ENDPOINT,3,10,SECJRS,SECURITY,1b969c7e0d5de409fecee0527cafcfdb,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Found JAX-RS REST endpoint,org.eclipse.che.multiuser.resource.api.usage.ResourceService.org.eclipse.che.multiuser.resource.api.usage.ResourceService.getUsedResources(String) is a REST Web Service endpoint,In ResourceService.java,org.eclipse.che.multiuser.resource.api.usage.ResourceService,ResourceService.java,org/eclipse/che/multiuser/resource/api/usage/ResourceService.java,org\eclipse\che\multiuser\resource\api\usage\ResourceService.java,In class org.eclipse.che.multiuser.resource.api.usage.ResourceService,org.eclipse.che.multiuser.resource.api.usage.ResourceService,true,org.eclipse.che.multiuser.resource.api.usage.ResourceService,110,110,0,106,ResourceService.java,org/eclipse/che/multiuser/resource/api/usage/ResourceService.java,org\eclipse\che\multiuser\resource\api\usage\ResourceService.java,In method org.eclipse.che.multiuser.resource.api.usage.ResourceService.getUsedResources(String),org.eclipse.che.multiuser.resource.api.usage.ResourceService,getUsedResources,(Ljava/lang/String;)Ljava/util/List;,false,true,At ResourceService.java:[line 110],org.eclipse.che.multiuser.resource.api.usage.ResourceService,110,110,0,106,ResourceService.java,org/eclipse/che/multiuser/resource/api/usage/ResourceService.java,org\eclipse\che\multiuser\resource\api\usage\ResourceService.java,true,JAXRS_ENDPOINT,3,10,SECJRS,SECURITY,ea0479f1e032667b2211891ba44db79f,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.error(...) might be used to include CRLF characters into log messages,In JpaFreeResourcesLimitDao.java,org.eclipse.che.multiuser.resource.spi.jpa.JpaFreeResourcesLimitDao$RemoveFreeResourcesLimitSubscriber,JpaFreeResourcesLimitDao.java,org/eclipse/che/multiuser/resource/spi/jpa/JpaFreeResourcesLimitDao.java,org\eclipse\che\multiuser\resource\spi\jpa\JpaFreeResourcesLimitDao.java,In class org.eclipse.che.multiuser.resource.spi.jpa.JpaFreeResourcesLimitDao$RemoveFreeResourcesLimitSubscriber,org.eclipse.che.multiuser.resource.spi.jpa.JpaFreeResourcesLimitDao$RemoveFreeResourcesLimitSubscriber,true,org.eclipse.che.multiuser.resource.spi.jpa.JpaFreeResourcesLimitDao$RemoveFreeResourcesLimitSubscriber,169,177,0,159,JpaFreeResourcesLimitDao.java,org/eclipse/che/multiuser/resource/spi/jpa/JpaFreeResourcesLimitDao.java,org\eclipse\che\multiuser\resource\spi\jpa\JpaFreeResourcesLimitDao.java,In method org.eclipse.che.multiuser.resource.spi.jpa.JpaFreeResourcesLimitDao$RemoveFreeResourcesLimitSubscriber.onEvent(BeforeAccountRemovedEvent),org.eclipse.che.multiuser.resource.spi.jpa.JpaFreeResourcesLimitDao$RemoveFreeResourcesLimitSubscriber,onEvent,(Lorg/eclipse/che/account/event/BeforeAccountRemovedEvent;)V,false,true,At JpaFreeResourcesLimitDao.java:[line 171],org.eclipse.che.multiuser.resource.spi.jpa.JpaFreeResourcesLimitDao$RemoveFreeResourcesLimitSubscriber,171,171,43,43,JpaFreeResourcesLimitDao.java,org/eclipse/che/multiuser/resource/spi/jpa/JpaFreeResourcesLimitDao.java,org\eclipse\che\multiuser\resource\spi\jpa\JpaFreeResourcesLimitDao.java,,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,2e74c2f65daec4c91a8d563db5aed372,0,0,true,At JpaFreeResourcesLimitDao.java:[line 172],org.eclipse.che.multiuser.resource.spi.jpa.JpaFreeResourcesLimitDao$RemoveFreeResourcesLimitSubscriber,172,172,39,39,JpaFreeResourcesLimitDao.java,org/eclipse/che/multiuser/resource/spi/jpa/JpaFreeResourcesLimitDao.java,org\eclipse\che\multiuser\resource\spi\jpa\JpaFreeResourcesLimitDao.java,At JpaFreeResourcesLimitDao.java:[line 174],org.eclipse.che.multiuser.resource.spi.jpa.JpaFreeResourcesLimitDao$RemoveFreeResourcesLimitSubscriber,174,174,35,35,JpaFreeResourcesLimitDao.java,org/eclipse/che/multiuser/resource/spi/jpa/JpaFreeResourcesLimitDao.java,org\eclipse\che\multiuser\resource\spi\jpa\JpaFreeResourcesLimitDao.java,Sink method Logger.error(...),Logger.error(...),Sink method,,,,117
