ShortMessage,LongMessage,Class/SourceLine/Message,Class/SourceLine/_classname,Class/SourceLine/_sourcefile,Class/SourceLine/_sourcepath,Class/SourceLine/_relSourcepath,Class/Message,Class/_classname,Class/_primary,Method/SourceLine/_classname,Method/SourceLine/_start,Method/SourceLine/_end,Method/SourceLine/_startBytecode,Method/SourceLine/_endBytecode,Method/SourceLine/_sourcefile,Method/SourceLine/_sourcepath,Method/SourceLine/_relSourcepath,Method/Message,Method/_classname,Method/_name,Method/_signature,Method/_isStatic,Method/_primary,SourceLine/Message,SourceLine/_classname,SourceLine/_start,SourceLine/_end,SourceLine/_startBytecode,SourceLine/_endBytecode,SourceLine/_sourcefile,SourceLine/_sourcepath,SourceLine/_relSourcepath,SourceLine/_synthetic,_type,_priority,_rank,_abbrev,_category,_instanceHash,_instanceOccurrenceNum,_instanceOccurrenceMax
Found JAX-RS REST endpoint,org.eclipse.che.multiuser.keycloak.token.provider.contoller.TokenController.org.eclipse.che.multiuser.keycloak.token.provider.contoller.TokenController.getGitHubToken(String) is a REST Web Service endpoint,In TokenController.java,org.eclipse.che.multiuser.keycloak.token.provider.contoller.TokenController,TokenController.java,org/eclipse/che/multiuser/keycloak/token/provider/contoller/TokenController.java,org\eclipse\che\multiuser\keycloak\token\provider\contoller\TokenController.java,In class org.eclipse.che.multiuser.keycloak.token.provider.contoller.TokenController,org.eclipse.che.multiuser.keycloak.token.provider.contoller.TokenController,true,org.eclipse.che.multiuser.keycloak.token.provider.contoller.TokenController,83,90,0,179,TokenController.java,org/eclipse/che/multiuser/keycloak/token/provider/contoller/TokenController.java,org\eclipse\che\multiuser\keycloak\token\provider\contoller\TokenController.java,In method org.eclipse.che.multiuser.keycloak.token.provider.contoller.TokenController.getGitHubToken(String),org.eclipse.che.multiuser.keycloak.token.provider.contoller.TokenController,getGitHubToken,(Ljava/lang/String;)Ljavax/ws/rs/core/Response;,false,true,At TokenController.java:[lines 83-90],org.eclipse.che.multiuser.keycloak.token.provider.contoller.TokenController,83,90,0,179,TokenController.java,org/eclipse/che/multiuser/keycloak/token/provider/contoller/TokenController.java,org\eclipse\che\multiuser\keycloak\token\provider\contoller\TokenController.java,true,JAXRS_ENDPOINT,3,10,SECJRS,SECURITY,dbc91e5d79268386f74f21fc047bbf66,0,0
Found JAX-RS REST endpoint,org.eclipse.che.multiuser.keycloak.token.provider.contoller.TokenController.org.eclipse.che.multiuser.keycloak.token.provider.contoller.TokenController.getOpenShiftToken(String) is a REST Web Service endpoint,In TokenController.java,org.eclipse.che.multiuser.keycloak.token.provider.contoller.TokenController,TokenController.java,org/eclipse/che/multiuser/keycloak/token/provider/contoller/TokenController.java,org\eclipse\che\multiuser\keycloak\token\provider\contoller\TokenController.java,In class org.eclipse.che.multiuser.keycloak.token.provider.contoller.TokenController,org.eclipse.che.multiuser.keycloak.token.provider.contoller.TokenController,true,org.eclipse.che.multiuser.keycloak.token.provider.contoller.TokenController,98,105,0,179,TokenController.java,org/eclipse/che/multiuser/keycloak/token/provider/contoller/TokenController.java,org\eclipse\che\multiuser\keycloak\token\provider\contoller\TokenController.java,In method org.eclipse.che.multiuser.keycloak.token.provider.contoller.TokenController.getOpenShiftToken(String),org.eclipse.che.multiuser.keycloak.token.provider.contoller.TokenController,getOpenShiftToken,(Ljava/lang/String;)Ljavax/ws/rs/core/Response;,false,true,At TokenController.java:[lines 98-105],org.eclipse.che.multiuser.keycloak.token.provider.contoller.TokenController,98,105,0,179,TokenController.java,org/eclipse/che/multiuser/keycloak/token/provider/contoller/TokenController.java,org\eclipse\che\multiuser\keycloak\token\provider\contoller\TokenController.java,true,JAXRS_ENDPOINT,3,10,SECJRS,SECURITY,1e14ad96a216c50a57fd473c44178733,0,0
Found JAX-RS REST endpoint,org.eclipse.che.multiuser.keycloak.token.provider.contoller.TokenController.org.eclipse.che.multiuser.keycloak.token.provider.contoller.TokenController.setGitHubToken(OAuthToken) is a REST Web Service endpoint,In TokenController.java,org.eclipse.che.multiuser.keycloak.token.provider.contoller.TokenController,TokenController.java,org/eclipse/che/multiuser/keycloak/token/provider/contoller/TokenController.java,org\eclipse\che\multiuser\keycloak\token\provider\contoller\TokenController.java,In class org.eclipse.che.multiuser.keycloak.token.provider.contoller.TokenController,org.eclipse.che.multiuser.keycloak.token.provider.contoller.TokenController,true,org.eclipse.che.multiuser.keycloak.token.provider.contoller.TokenController,56,76,0,273,TokenController.java,org/eclipse/che/multiuser/keycloak/token/provider/contoller/TokenController.java,org\eclipse\che\multiuser\keycloak\token\provider\contoller\TokenController.java,In method org.eclipse.che.multiuser.keycloak.token.provider.contoller.TokenController.setGitHubToken(OAuthToken),org.eclipse.che.multiuser.keycloak.token.provider.contoller.TokenController,setGitHubToken,(Lorg/eclipse/che/api/auth/shared/dto/OAuthToken;)V,false,true,At TokenController.java:[lines 56-76],org.eclipse.che.multiuser.keycloak.token.provider.contoller.TokenController,56,76,0,273,TokenController.java,org/eclipse/che/multiuser/keycloak/token/provider/contoller/TokenController.java,org\eclipse\che\multiuser\keycloak\token\provider\contoller\TokenController.java,true,JAXRS_ENDPOINT,3,10,SECJRS,SECURITY,a271f94ea521b0db825afa90f6c56585,0,0
