"name-pr","release","concurrencyBugs","configBugs","perfBugs","optimBugs","errorBugs","hangBugs"
"google-cloud-dotnet","Google.Cloud.Tasks.V2Beta2-1.0.0-beta02","0","0","0","0","0","2"
"google-cloud-dotnet","Google.Cloud.Tasks.V2Beta3-1.0.0-beta01","17","8","6","2","17","99"
"google-cloud-dotnet","Google.Cloud.Tasks.V2Beta3-1.0.0-beta02","2","0","0","0","1","17"
"google-cloud-dotnet","Google.Cloud.Tasks.V2Beta3-1.0.0-beta03","1","0","0","2","1","14"
"google-cloud-dotnet","Google.Cloud.Tasks.V2Beta3-1.0.0-beta04","1","0","0","0","2","12"
"google-cloud-dotnet","Google.Cloud.Tasks.V2Beta3-1.0.0-beta05","0","0","0","0","0","0"
"google-cloud-dotnet","Google.Cloud.Tasks.V2Beta3-1.0.0-beta06","0","0","0","0","0","0"
"google-cloud-dotnet","Google.Cloud.Tasks.V2Beta3-1.0.0-beta07","17","18","1","0","5","131"
"google-cloud-dotnet","Google.Cloud.TextToSpeech.V1-1.0.0","0","0","0","0","0","0"
"google-cloud-dotnet","Google.Cloud.TextToSpeech.V1-1.0.0-beta02","11","7","6","2","14","68"
"google-cloud-dotnet","Google.Cloud.TextToSpeech.V1-1.0.0-beta03","27","18","1","2","12","205"
"google-cloud-dotnet","Google.Cloud.Trace.V1-1.1.0","0","0","0","0","0","0"
"google-cloud-dotnet","Google.Cloud.Trace.V1-1.1.0-beta01","37","24","7","4","26","267"
"google-cloud-dotnet","Google.Cloud.Trace.V1-1.2.0-beta01","0","0","0","0","0","0"
"google-cloud-dotnet","Google.Cloud.Trace.V2-1.0.0","0","0","0","0","0","0"
"google-cloud-dotnet","Google.Cloud.Trace.V2-1.0.0-beta02","38","24","7","4","26","268"
"google-cloud-dotnet","Google.Cloud.Translation.V2-1.1.0","0","0","0","0","0","0"
"google-cloud-dotnet","Google.Cloud.Translation.V2-1.2.0-beta01","2","0","0","2","4","36"
"google-cloud-dotnet","Google.Cloud.Translation.V2-1.2.0-beta02","0","0","0","0","0","0"
"google-cloud-dotnet","Google.Cloud.VideoIntelligence.V1-1.1.0","0","0","0","0","0","0"
"google-cloud-dotnet","Google.Cloud.VideoIntelligence.V1-1.1.0-beta01","6","2","4","0","5","42"
"google-cloud-dotnet","Google.Cloud.VideoIntelligence.V1-1.1.0-beta02","9","6","2","2","9","40"
"google-cloud-dotnet","Google.Cloud.VideoIntelligence.V1-1.1.0-beta03","6","0","0","2","5","58"
"google-cloud-dotnet","Google.Cloud.VideoIntelligence.V1-1.1.0-beta04","0","0","0","0","2","4"
"google-cloud-dotnet","Google.Cloud.VideoIntelligence.V1-1.1.0-beta05","2","1","1","0","1","23"
"google-cloud-dotnet","Google.Cloud.VideoIntelligence.V1-1.2.0","15","16","0","0","4","105"
"google-cloud-dotnet","Google.Cloud.Vision.V1-1.3.0","0","0","0","0","0","0"
"google-cloud-dotnet","Google.Cloud.Vision.V1-1.3.0-beta01","0","0","0","0","1","8"
"google-cloud-dotnet","Google.Cloud.Vision.V1-1.3.0-beta02","0","0","0","0","0","4"
"google-cloud-dotnet","Google.Cloud.Vision.V1-1.3.0-beta03","8","4","6","0","5","38"
"google-cloud-dotnet","Google.Cloud.Vision.V1-1.3.0-beta04","13","4","0","4","13","90"
"google-cloud-dotnet","Google.Cloud.Vision.V1-1.4.0","1","0","1","0","3","18"
"google-cloud-dotnet","Google.Cloud.Vision.V1-1.5.0","0","0","0","0","0","0"
"google-cloud-dotnet","Google.Cloud.Vision.V1-1.5.0-beta01","2","1","1","0","1","23"
"google-cloud-dotnet","Google.Cloud.Vision.V1-1.6.0","15","15","0","0","4","101"
"google-cloud-dotnet","Google.Cloud.Vision.V1P1Beta1-1.0.0-beta02","0","0","0","0","0","0"
"google-cloud-dotnet","Google.Cloud.Vision.V1P2Beta1-1.0.0-beta02","19","8","6","2","18","117"
"google-cloud-dotnet","Google.Cloud.WebRisk.V1Beta1-1.0.0-beta01","0","0","0","0","0","1"
"google-cloud-dotnet","Google.Cloud.WebRisk.V1Beta1-1.0.0-beta02","19","18","1","2","8","157"
"google-cloud-dotnet","Google.LongRunning-1.1.0","0","0","0","0","0","0"
"google-cloud-dotnet","Google.LongRunning-1.1.0-beta01","21","8","6","4","20","142"
"google-cloud-dotnet","Google.LongRunning-1.2.0-beta01","0","0","0","0","0","0"
"google-cloud-dotnet","Grafeas.V1-1.0.0-beta01","1","0","0","0","0","2"
"google-cloud-dotnet","Grafeas.V1-1.0.0-beta02","0","0","0","0","1","2"
"google-cloud-dotnet","Grafeas.V1-1.0.0-beta03","0","0","0","0","1","1"
"google-cloud-dotnet","Grafeas.V1-1.0.0-beta04","0","0","1","0","1","11"
"google-cloud-dotnet","Grafeas.V1-1.0.0-beta05","0","0","0","0","0","1"
