"name-pr","version","name","loc","wmc","dit","cbo","rfc","lcom","bug","fields","Methods","NOSI","Returns","Loops","ComparisonsQty","TryCatchQty","ParenthExpsQty","StrLitQty","NumQty","MathOperQty","VarQty","MaxNesting","Lambdas","WordsQty","Modifiers","Assignments","SubClassQty","AnonymousClassQty","FinalFields","DefaultFields","PrivateFields","ProtectedFields","PublicFields","StaticFields","SyncFields","AbstractMethods","DefaultMethods","FinalMethods","SyncMethods","PrivateMethods","ProtectedMethods","PublicMethods"
"spring-cloud-dataflow","v2.0.0.M2","org.springframework.cloud.dataflow.server.controller.AuditRecordControllerTests","155","32","1","23","38","0","no","10","32","11","0","0","0","0","0","299","81","4","26","0","0","148","1","20","0","0","0","0","10","0","0","0","0","0","0","0","0","0","0","32"
"spring-cloud-dataflow","v2.0.0.M2","org.springframework.cloud.dataflow.server.controller.TaskSchedulerControllerTests","111","11","1","24","42","0","no","7","11","0","0","0","0","0","0","109","21","6","23","0","0","86","1","17","0","0","0","1","6","0","0","0","0","0","0","0","0","2","0","9"
"spring-cloud-dataflow","v2.0.0.M2","org.springframework.cloud.dataflow.server.controller.StreamControllerTests","681","47","1","37","117","0","no","7","45","13","2","0","0","0","0","616","133","1","135","1","1","222","1","130","0","0","0","0","7","0","0","0","0","0","0","0","0","2","0","43"
"spring-cloud-dataflow","v2.0.0.M2","org.springframework.cloud.dataflow.server.single.security.LocalServerSecurityWithOAuth2Tests","99","14","1","9","29","0","no","3","14","1","0","0","0","0","0","167","6","16","24","0","0","93","1","24","0","0","2","0","2","0","1","3","0","0","0","0","0","0","0","14"
"spring-cloud-dataflow","v2.0.0.M2","org.springframework.cloud.dataflow.server.support.ArgumentSanitizerTest","85","22","1","7","15","0","no","2","11","0","0","5","0","0","0","67","6","6","15","2","0","85","1","15","0","0","1","0","2","0","0","1","0","0","0","0","0","0","0","11"
"spring-cloud-dataflow","v2.0.0.M2","org.springframework.cloud.dataflow.shell.command.JobCommands","128","16","1","18","65","14","no","7","8","2","8","4","1","0","0","97","1","5","27","2","0","95","1","28","0","0","6","0","7","0","0","6","0","0","0","0","0","1","0","7"
"spring-cloud-dataflow","v2.0.0.M2","org.springframework.cloud.dataflow.autoconfigure.local.LocalProfileApplicationListener","29","6","1","6","8","1","no","1","2","2","1","1","0","0","0","1","1","0","4","3","0","44","1","5","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","2"
"spring-cloud-dataflow","v2.0.0.M2","org.springframework.cloud.dataflow.shell.command.TaskCommandTests","158","13","2","12","35","38","yes","11","13","5","0","0","0","0","0","138","116","24","38","0","0","138","1","39","0","0","10","0","11","0","0","11","0","0","0","0","0","0","0","13"
"spring-cloud-dataflow","v2.0.0.M2","org.springframework.cloud.dataflow.server.config.cloudfoundry.CloudFoundryTaskPlatformAutoConfiguration","37","4","1","21","57","1","no","1","2","3","2","0","1","1","0","8","0","0","16","1","3","66","1","14","0","0","1","0","1","0","0","1","0","0","0","0","0","1","0","1"
"spring-cloud-dataflow","v2.0.0.M2","org.springframework.cloud.dataflow.shell.command.AppRegistryCommands","219","45","1","23","71","70","no","9","16","19","19","4","12","3","3","106","4","6","37","4","4","208","1","38","1","1","7","0","7","2","0","7","0","0","0","0","0","1","2","13"
"spring-cloud-dataflow","v2.0.0.M2","org.springframework.cloud.dataflow.core.dsl.TaskParserTests","1202","135","2","25","101","4167","yes","2","111","0","6","9","4","8","38","697","271","34","150","3","0","363","1","278","1","0","0","0","2","0","0","0","0","0","0","0","0","15","0","96"
"spring-cloud-dataflow","v2.0.0.M2","org.springframework.cloud.dataflow.autoconfigure.local.AbstractSchedulerPerPlatformTest","24","0","1","7","0","0","yes","1","0","0","0","0","0","0","0","0","0","0","1","-1","0","31","1025","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"spring-cloud-dataflow","v2.0.0.M2","org.springframework.cloud.dataflow.server.single.security.SecurityTestUtils","18","1","1","0","4","0","no","0","1","1","1","0","0","0","1","4","0","2","0","0","0","27","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"spring-cloud-dataflow","v2.0.0.M2","org.springframework.cloud.dataflow.shell.ShellCommandsTests","73","10","2","12","34","21","yes","0","7","6","4","1","0","2","0","17","2","4","9","2","2","75","1","8","1","0","0","0","0","0","0","0","0","0","0","0","0","3","0","4"
