"name-pr","version","name","loc","wmc","dit","cbo","rfc","lcom","bug","fields","Methods","NOSI","Returns","Loops","ComparisonsQty","TryCatchQty","ParenthExpsQty","StrLitQty","NumQty","MathOperQty","VarQty","MaxNesting","Lambdas","WordsQty","Modifiers","Assignments","SubClassQty","AnonymousClassQty","FinalFields","DefaultFields","PrivateFields","ProtectedFields","PublicFields","StaticFields","SyncFields","AbstractMethods","DefaultMethods","FinalMethods","SyncMethods","PrivateMethods","ProtectedMethods","PublicMethods"
"spring-cloud-dataflow","v2.0.2.RELEASE","org.springframework.cloud.dataflow.shell.command.TaskCommandTests","175","15","2","12","37","53","yes","11","15","7","0","0","0","0","0","106","133","9","38","0","0","137","1","39","0","0","10","0","11","0","0","11","0","0","0","0","0","1","0","14"
"spring-cloud-dataflow","v2.0.2.RELEASE","org.springframework.cloud.dataflow.server.single.security.OAuth2ServerResource","43","6","2","8","13","2","no","5","4","6","1","0","1","1","0","7","0","2","7","2","0","61","1","7","0","0","2","0","5","0","0","2","0","0","0","0","0","0","2","2"
"spring-cloud-dataflow","v2.0.2.RELEASE","org.springframework.cloud.dataflow.server.stream.SkipperStreamDeployerTests","332","25","1","30","86","231","yes","0","22","17","1","0","0","3","0","145","21","1","110","1","0","132","1","117","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","20"
